timestamp_utc,key,from_state,to_state,device_name,location
2026-03-11T14:26:17+00:00,AC:CC:8E:24:7D:58,Offline (but still visible),Online,SVM - MAZE 1,School of Veterinary Medicine
2026-03-11T14:26:17+00:00,AC:CC:8E:33:44:63,Offline (but still visible),Online,SVM - SAC Entrance,School of Veterinary Medicine
2026-03-11T14:26:17+00:00,AC:CC:8E:3B:09:B6,Offline (but still visible),Online,Cypress - S Tower Entrance,Cypress Hall
2026-03-11T14:26:17+00:00,AC:CC:8E:3B:44:05,Offline (but still visible),Online,ADP - W Side Gate,None
2026-03-11T14:26:17+00:00,AC:CC:8E:3F:5D:1B,Offline (but still visible),Online,P&T - Greek Row South Lot E,Minnie Fisk @ Dorothy Dix
2026-03-11T14:26:17+00:00,AC:CC:8E:3F:AD:EE,Offline (but still visible),Online,M,Music & Dramatic Arts Building
2026-03-11T14:26:17+00:00,AC:CC:8E:42:75:1A,Offline (but still visible),Online,Cox - Rm 300 B,Cox Communications Academic Center
2026-03-11T14:26:17+00:00,AC:CC:8E:49:79:AE,Offline (but still visible),Online,Cypress - W Courtyard,Cypress Hall
2026-03-11T14:26:17+00:00,AC:CC:8E:50:72:A6,Offline (but still visible),Online,SVM - Pharmacy,School of Veterinary Medicine
2026-03-11T14:26:17+00:00,AC:CC:8E:55:D4:A8,Offline (but still visible),Online,PFT - Hall 3324 North,Patrick F Taylor
2026-03-11T14:26:17+00:00,AC:CC:8E:5E:E6:3D,Offline (but still visible),Online,Foundation - 2F Stair 1 Entry,None
2026-03-11T14:26:17+00:00,AC:CC:8E:76:F0:A8,Offline (but still visible),Online,FB Ops - Weight Room Cam 1,FB Ops
2026-03-11T14:26:17+00:00,AC:CC:8E:7C:F8:0B,Offline (but still visible),Online,PFT - E Ent South,Patrick F Taylor
2026-03-11T14:26:17+00:00,AC:CC:8E:80:CD:2E,Offline (but still visible),Online,PMAC - TAF Unk,PMAC
2026-03-11T14:26:17+00:00,AC:CC:8E:8F:5B:5E,Offline (but still visible),Online,Union Theater - Front Entrance,Student Union
2026-03-11T14:26:17+00:00,AC:CC:8E:8F:6F:B3,Offline (but still visible),Online,U-High Tennis Court,U-High School
2026-03-11T14:26:17+00:00,AC:CC:8E:8F:76:DB,Offline (but still visible),Online,UREC - Mezz B,UREC
2026-03-11T14:26:17+00:00,AC:CC:8E:8F:95:11,Offline (but still visible),Online,UREC - Indoor Pool Locker Ent,UREC
2026-03-11T14:26:17+00:00,AC:CC:8E:8F:C0:64,Offline (but still visible),Online,UREC - Locker Room Lobby,UREC
2026-03-11T14:26:17+00:00,AC:CC:8E:8F:CC:21,Offline (but still visible),Online,UREC - 2F Social Stair,UREC
2026-03-11T14:26:17+00:00,AC:CC:8E:8F:FA:C1,Offline (but still visible),Online,Bayou - Front Desk Lobby,None
2026-03-11T14:26:17+00:00,AC:CC:8E:A1:3C:51,Offline (but still visible),Online,Law - 1F Rm,Hebert Law School
2026-03-11T14:27:42+00:00,00:18:85:66:53:CB,Offline (but still visible),Online,HP Long - S Entrance,Huey P Long Fieldhouse
2026-03-11T15:00:39+00:00,00:18:85:4D:B0:F2,Online,Offline (but still visible),SHC - SW Corner,Student Health Center
2026-03-11T15:00:39+00:00,00:18:85:66:53:CB,Online,Offline (but still visible),HP Long - S Entrance,Huey P Long Fieldhouse
2026-03-11T15:11:23+00:00,00:18:85:4D:B0:F2,Offline (but still visible),Online,SHC - SW Corner,Student Health Center
2026-03-11T15:11:23+00:00,00:18:85:66:53:CB,Offline (but still visible),Online,HP Long - S Entrance,Huey P Long Fieldhouse
2026-03-11T16:33:39+00:00,00:18:85:4E:BD:EB,Offline (but still visible),Online,Libr - Rear Entry/Exit,Main Library
2026-03-11T16:33:39+00:00,00:18:85:66:53:CB,Online,Offline (but still visible),HP Long - S Entrance,Huey P Long Fieldhouse
2026-03-11T16:33:39+00:00,AC:CC:8E:68:3F:C1,Offline (but still visible),Online,PFT - SW Exterior,Patrick F Taylor Hall
2026-03-11T16:33:39+00:00,AC:CC:8E:C0:B9:08,Offline (but still visible),Online,BEC - NW Corner,Business Education Complex
2026-03-11T16:33:39+00:00,AC:CC:8E:CD:F5:52,Offline (but still visible),Online,Cedar - 2F Elev Lobby S,Cedar Hall
2026-03-11T16:59:14+00:00,00:18:85:64:83:E9,Online,Offline (but still visible),PMAC - N Lobby,PMAC
2026-03-11T16:59:14+00:00,00:18:85:66:53:CB,Offline (but still visible),Online,HP Long - S Entrance,Huey P Long Fieldhouse
2026-03-11T16:59:14+00:00,AC:CC:8E:A4:3E:19,Offline (but still visible),Online,Oxbow - 3F Elev Lobby,None
2026-03-11T16:59:14+00:00,AC:CC:8E:D5:40:9F,Offline (but still visible),Online,AXIS P3717-PLE,None
2026-03-11T16:59:14+00:00,B8:A4:4F:3C:76:D3,Online,Offline (but still visible),Camellia - 2F Elev 1 Lobby,Camellia Hall
2026-03-11T18:03:11+00:00,00:18:85:64:83:E9,Offline (but still visible),Online,PMAC - N Lobby,PMAC
2026-03-11T18:03:11+00:00,00:18:85:66:53:CB,Online,Offline (but still visible),HP Long - S Entrance,Huey P Long Fieldhouse
2026-03-12T12:52:11+00:00,00:18:85:49:0D:D4,Online,Offline (but still visible),Louis Garig - N Stair,Louis Garig Hall
2026-03-12T12:52:11+00:00,00:18:85:53:69:7A,Online,Offline (but still visible),U-Club Golf - S Entrance,University Club Golf
2026-03-12T12:52:11+00:00,00:18:85:54:3D:84,Online,Offline (but still visible),U-Club Golf - Interior,University Club Golf
2026-03-12T12:52:11+00:00,00:18:85:54:6E:09,Online,Offline (but still visible),U-Club Golf - NW Corner,U-Club Golf
2026-03-12T13:46:52+00:00,00:18:85:44:94:47,Online,Offline (but still visible),PFT - Elev 2,Patrick F Taylor Hall
2026-03-12T13:46:52+00:00,00:18:85:45:A9:FF,Online,Offline (but still visible),Levee Cam,Levee @ Skip Bertman
2026-03-12T14:31:58+00:00,00:18:85:44:94:47,Offline (but still visible),Online,PFT - Elev 2,Patrick F Taylor Hall
2026-03-12T14:31:58+00:00,00:18:85:45:A9:FF,Offline (but still visible),Online,Levee Cam,Levee @ Skip Bertman
2026-03-12T14:35:16+00:00,00:18:85:49:0D:D4,Offline (but still visible),Online,Louis Garig - N Stair,Louis Garig Hall
2026-03-12T14:35:16+00:00,00:40:8C:DF:37:CE,Online,Offline (but still visible),AXIS-M3114,Union Square Parking Garage
2026-03-13T15:22:24+00:00,00:18:85:45:90:2E,Online,Offline (but still visible),AFSB - S Wall,Animal Food Science Building
2026-03-13T15:22:24+00:00,00:18:85:51:61:B3,Offline (but still visible),Online,Miller - 4F East Hallway,Miller Hall
2026-03-13T15:22:24+00:00,00:40:8C:DF:37:CE,Offline (but still visible),Online,AXIS-M3114,Union Square Parking Garage
2026-03-20T15:26:50+00:00,00:03:C5:04:A4:5C,Online,Offline (but still visible),MOBOTIX-D12D-IT,None
2026-03-20T15:26:50+00:00,00:18:85:44:94:8D,Offline (but still visible),Online,Union - Service Elevator,Student Union
2026-03-20T15:26:50+00:00,00:18:85:53:69:7A,Offline (but still visible),Online,U-Club Golf - S Entrance,University Club Golf
2026-03-20T15:26:50+00:00,00:18:85:54:3D:84,Offline (but still visible),Online,U-Club Golf - Interior,University Club Golf
2026-03-20T15:26:50+00:00,00:18:85:54:6E:09,Offline (but still visible),Online,U-Club Golf - NW Corner,U-Club Golf
2026-03-20T15:26:50+00:00,00:18:85:62:2E:8F,Online,Offline (but still visible),Res Life Warehouse - Rm 115A,Res Life Warehouse
2026-03-20T15:26:50+00:00,AC:CC:8E:A1:B4:30,Offline (but still visible),Online,Canal - Bus Stop,None
2026-03-20T15:26:50+00:00,AC:CC:8E:CC:5F:78,Online,Offline (but still visible),Evangeline - NE Lobby Front Desk,Evangeline Hall
2026-03-20T15:26:50+00:00,AC:CC:8E:D5:3F:31,Online,Offline (but still visible),FB Ops 2F - W Seating,FB Ops
2026-03-20T15:26:50+00:00,AC:CC:8E:D5:3F:B2,Online,Offline (but still visible),FB Ops - 1st Team SEC,FB Ops
2026-03-20T15:26:50+00:00,AC:CC:8E:D5:A5:59,Online,Offline (but still visible),Cedar - 2F Elev Lobby N,Cedar Hall
2026-03-20T15:26:50+00:00,AC:CC:8E:D6:22:AA,Online,Offline (but still visible),Tgr Prk - Practice Diamond,Tiger Park
2026-03-20T15:26:50+00:00,B8:A4:4F:3C:72:A9,Online,Offline (but still visible),Camellia - 5F Elev 1 Lobby,Camellia Hall
2026-03-20T15:26:50+00:00,B8:A4:4F:3C:75:2C,Online,Offline (but still visible),Azalea - 1F Elev 2 Lobby,Azalea Hall
2026-03-20T15:26:50+00:00,B8:A4:4F:3C:76:D3,Offline (but still visible),Online,Camellia - 2F Elev 1 Lobby,Camellia Hall
2026-03-20T15:26:50+00:00,B8:A4:4F:3C:76:FC,Online,Offline (but still visible),Azalea Hall - 3F Lounge,None
2026-03-20T15:26:50+00:00,B8:A4:4F:40:F8:B9,Online,Offline (but still visible),Camellia - SW Corner,Camellia Hall
2026-03-26T01:50:28+00:00,00:18:85:46:55:ED,Offline (but still visible),Online,HP Long - Atrium,Huey P Long Fieldhouse
2026-03-26T01:50:28+00:00,AC:CC:8E:A1:B4:63,Online,Offline (but still visible),NGA Garage - 2F SE Ramp,Nicholson Gateway Garage
2026-03-26T01:50:28+00:00,AC:CC:8E:A4:3D:97,Online,Offline (but still visible),Riverbend - 5F Elev Lobby,None
2026-03-26T01:50:28+00:00,AC:CC:8E:D5:3F:31,Offline (but still visible),Online,FB Ops 2F - W Seating,FB Ops
2026-03-26T01:50:28+00:00,AC:CC:8E:D5:3F:B2,Offline (but still visible),Online,FB Ops - 1st Team SEC,FB Ops
2026-03-26T01:50:28+00:00,AC:CC:8E:D5:A5:59,Offline (but still visible),Online,Cedar - 2F Elev Lobby N,Cedar Hall
2026-03-26T01:50:28+00:00,B8:A4:4F:3C:75:2C,Offline (but still visible),Online,Azalea - 1F Elev 2 Lobby,Azalea Hall
2026-03-26T01:50:28+00:00,B8:A4:4F:3C:76:FC,Offline (but still visible),Online,Azalea Hall - 3F Lounge,None
