key,disposition,notes
00:18:85:67:0B:31,,
00:18:85:62:98:0D,,
00:18:85:63:4A:21,,
00:18:85:5C:C7:95,,
00:18:85:66:33:C2,,
00:18:85:66:32:55,,
00:18:85:66:30:2A,,
00:18:85:4A:B5:B3,,
00:18:85:60:F3:65,,
00:18:85:64:F5:B8,,
00:18:85:67:EA:DD,,
00:18:85:55:BA:55,,
00:18:85:64:E2:C7,,
00:18:85:5B:99:D7,,
00:40:8C:CD:D3:A9,,
00:40:8C:CE:8A:9D,,
00:40:8C:DF:AC:2F,,
AC:CC:8E:1E:3B:1E,,
00:40:8C:DF:AC:2D,,
00:40:8C:DF:AC:30,,
00:1F:92:04:1B:7D,,
00:40:8C:DF:AC:2C,,
00:40:8C:DF:AC:31,,
00:40:8C:D9:E9:41,,
00:40:8C:CE:34:8C,,
00:40:8C:DF:AC:32,,
00:40:8C:DF:86:A5,,
00:40:8C:DF:86:A3,,
00:18:85:47:76:65,,
00:18:85:4E:B1:D2,,
00:18:85:5B:AC:BC,,
00:1F:92:04:7A:52,,
00:18:85:5D:C8:24,,
AC:CC:8E:47:47:35,,
AC:CC:8E:47:47:8F,,
00:40:8C:FA:4B:E1,,
AC:CC:8E:47:07:17,,
AC:CC:8E:47:47:8E,,
AC:CC:8E:47:07:1A,,
AC:CC:8E:3B:3E:44,,
AC:CC:8E:3B:08:B8,,
AC:CC:8E:3B:44:05,,
00:40:8C:EF:1B:4E,,
00:40:8C:EF:1B:4C,,
00:40:8C:EF:1B:4A,,
00:40:8C:F8:88:40,,
00:40:8C:EF:1B:4F,,
00:40:8C:EF:1B:4D,,
00:40:8C:EF:1B:4B,,
00:40:8C:EF:1B:46,,
00:40:8C:EF:1B:43,,
00:40:8C:EF:1B:49,,
00:40:8C:EF:1B:44,,
00:40:8C:EF:1B:42,,
00:40:8C:EF:1B:47,,
00:40:8C:EF:1B:45,,
00:40:8C:EF:1B:48,,
00:18:85:5D:C7:DB,,
00:18:85:5B:0E:DB,,
00:18:85:56:B6:70,,
AC:CC:8E:D5:3E:3F,,
AC:CC:8E:D5:3F:31,,
00:40:8C:DF:37:CE,,
B8:A4:4F:25:0C:32,,
B8:A4:4F:25:0C:43,,
00:18:85:56:AB:AA,,
00:18:85:55:72:B5,,
00:40:8C:DF:2C:41,,
00:18:85:55:A2:A4,,
00:18:85:49:D1:E3,,
00:18:85:4A:4A:0B,,
AC:CC:8E:68:35:45,,
AC:CC:8E:68:35:3C,,
10:4F:A8:5A:7E:D4,,
AC:CC:8E:61:94:85,,
AC:CC:8E:5E:48:9A,,
AC:CC:8E:68:35:60,,
AC:CC:8E:68:35:41,,
AC:CC:8E:68:35:34,,
AC:CC:8E:68:35:18,,
AC:CC:8E:61:94:B7,,
AC:CC:8E:68:35:47,,
00:18:85:4B:04:4F,,
00:40:8C:EF:8A:EF,,
00:40:8C:EF:80:3F,,
00:40:8C:EF:8C:9D,,
00:40:8C:EF:8A:EE,,
00:40:8C:EF:8A:F1,,
00:40:8C:EF:80:3E,,
00:40:8C:EF:8A:F4,,
00:40:8C:EF:8C:9B,,
00:40:8C:EF:8C:9E,,
00:40:8C:EF:8A:F6,,
00:40:8C:EF:8A:F5,,
00:40:8C:EF:8A:F2,,
00:40:8C:EF:8C:97,,
00:40:8C:EF:8C:99,,
00:18:85:56:AB:AD,,
00:40:8C:EF:8C:9C,,
00:18:85:55:AF:60,,
00:18:85:53:CA:20,,
00:40:8C:EF:8C:9F,,
00:18:85:55:AF:FD,,
AC:CC:8E:A1:7F:85,,
B8:A4:4F:3C:75:1E,,
B8:A4:4F:3C:75:2C,,
B8:A4:4F:40:F8:9C,,
B8:A4:4F:3C:73:22,,
00:18:85:5D:F7:FB,,
B8:A4:4F:3C:72:6C,,
B8:A4:4F:3C:76:09,,
B8:A4:4F:3C:77:05,,
B8:A4:4F:3C:77:09,,
00:18:85:53:CA:3F,,
B8:A4:4F:3C:77:03,,
B8:A4:4F:3C:76:26,,
B8:A4:4F:3C:76:2F,,
B8:A4:4F:36:35:41,,
B8:A4:4F:36:34:A3,,
B8:A4:4F:3C:89:24,,
B8:A4:4F:3C:73:2B,,
B8:A4:4F:35:A6:04,,
B8:A4:4F:36:35:40,,
B8:A4:4F:36:35:3F,,
B8:A4:4F:35:A6:1B,,
00:18:85:5D:F7:83,,
B8:A4:4F:3C:72:39,,
B8:A4:4F:36:35:12,,
B8:A4:4F:36:35:10,,
B8:A4:4F:35:A5:E4,,
B8:A4:4F:35:BE:8B,,
00:18:85:5D:F0:E8,,
00:18:85:5D:F3:4D,,
B8:A4:4F:3C:76:FC,,
B8:A4:4F:36:35:17,,
B8:A4:4F:33:83:E8,,
B8:A4:4F:35:A6:3E,,
B8:A4:4F:35:A5:F3,,
00:18:85:5D:F3:38,,
B8:A4:4F:36:34:F3,,
B8:A4:4F:35:BE:E6,,
00:18:85:5D:F8:00,,
00:18:85:5D:F6:22,,
B8:A4:4F:3C:89:14,,
B8:A4:4F:33:84:39,,
B8:A4:4F:36:34:F6,,
B8:A4:4F:35:BE:C4,,
B8:A4:4F:3D:91:17,,
00:18:85:5D:F3:48,,
B8:A4:4F:35:BE:83,,
B8:A4:4F:35:A6:0C,,
B8:A4:4F:35:A6:24,,
B8:A4:4F:35:A6:48,,
B8:A4:4F:40:F9:16,,
00:18:85:55:B0:06,,
00:18:85:55:B0:13,,
B8:A4:4F:40:F2:CD,,
B8:A4:4F:40:F1:47,,
